static const float colors[] = {
0.5354, 0.9141, 0.9232, 
0.1309, 0.5017, 0.2218, 
0.9295, 0.4023, 0.0454, 
0.8243, 0.9676, 0.7633, 
0.8609, 0.4275, 0.5511, 
0.6559, 0.1594, 0.6344, 
0.6105, 0.0069, 0.5919, 
0.5067, 0.4961, 0.225, 
0.2587, 0.8879, 0.5203, 
0.6032, 0.4346, 0.5724, 
0.4211, 0.142, 0.3295, 
0.3826, 0.4641, 0.2633, 
0.0112, 0.2502, 0.6975, 
0.3541, 0.6542, 0.5413, 
0.1275, 0.3319, 0.7405, 
0.4756, 0.0053, 0.5113, 
0.1629, 0.165, 0.3193, 
0.5534, 0.8466, 0.2065, 
0.8135, 0.6743, 0.4278, 
0.3148, 0.4524, 0.4455, 
0.2238, 0.1497, 0.9834, 
0.6727, 0.3182, 0.5149, 
0.1843, 0.1989, 0.5884, 
0.0566, 0.5453, 0.0073, 
0.272, 0.0717, 0.0566, 
0.3739, 0.1889, 0.4959, 
0.7278, 0.6072, 0.6672, 
0.2467, 0.5438, 0.468, 
0.8005, 0.6835, 0.9133, 
0.3809, 0.9942, 0.2142, 
0.2723, 0.105, 0.1446, 
0.9519, 0.8489, 0.9236, 
0.0436, 0.8402, 0.4643, 
0.3495, 0.2316, 0.5978, 
0.8625, 0.9191, 0.5463, 
0.8075, 0.054, 0.687, 
0.6592, 0.6988, 0.0454, 
0.5767, 0.4264, 0.0265, 
0.2075, 0.6744, 0.9191, 
0.189, 0.6164, 0.0788, 
0.7744, 0.056, 0.6372, 
0.5636, 0.5759, 0.6419, 
0.5989, 0.5174, 0.2277, 
0.8996, 0.3094, 0.806, 
0.0835, 0.4795, 0.7773, 
0.1332, 0.0938, 0.8684, 
0.6285, 0.1206, 0.6807, 
0.8408, 0.4921, 0.978, 
0.568, 0.3495, 0.2218, 
0.658, 0.5918, 0.383, 
0.6687, 0.3466, 0.4877, 
0.5466, 0.2849, 0.9222, 
0.0282, 0.2318, 0.3801, 
};
